0.000000000000000000e+00,5.000000000000000000e-01,6.015625000000000000e-01,7.031250000000000000e-01,8.046875000000000000e-01,9.062500000000000000e-01,1.007812500000000000e+00,1.109375000000000000e+00,1.210937500000000000e+00,1.312500000000000000e+00,1.414062500000000000e+00,1.515625000000000000e+00,1.617187500000000000e+00,1.718750000000000000e+00,1.820312500000000000e+00,1.921875000000000000e+00,2.023437500000000000e+00,2.125000000000000000e+00,2.226562500000000000e+00,2.328125000000000000e+00,2.429687500000000000e+00,2.531250000000000000e+00,2.632812500000000000e+00,2.734375000000000000e+00,2.835937500000000000e+00,2.937500000000000000e+00,3.039062500000000000e+00,3.140625000000000000e+00,3.242187500000000000e+00,3.343750000000000000e+00,3.445312500000000000e+00,3.546875000000000000e+00,3.648437500000000000e+00,3.750000000000000000e+00,3.851562500000000000e+00,3.953125000000000000e+00,4.054687500000000000e+00,4.156250000000000000e+00,4.257812500000000000e+00,4.359375000000000000e+00,4.460937500000000000e+00,4.562500000000000000e+00,4.664062500000000000e+00,4.765625000000000000e+00,4.867187500000000000e+00,4.968750000000000000e+00,5.070312500000000000e+00,5.171875000000000000e+00,5.273437500000000000e+00,5.375000000000000000e+00,5.476562500000000000e+00,5.578125000000000000e+00,5.679687500000000000e+00,5.781250000000000000e+00,5.882812500000000000e+00,5.984375000000000000e+00,6.085937500000000000e+00,6.187500000000000000e+00,6.289062500000000000e+00,6.390625000000000000e+00,6.492187500000000000e+00,6.593750000000000000e+00,6.695312500000000000e+00,6.796875000000000000e+00,6.898437500000000000e+00,7.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
3.448275862068965903e-03,2.765077588813336963e-03,3.975250735869888079e-03,5.387448893261197191e-03,6.991649084705719823e-03,8.776761399996491769e-03,1.073081030348510718e-02,1.284112196722659617e-02,1.509451167701466624e-02,1.747746775347664913e-02,1.997632635133557086e-02,2.257743617634885153e-02,2.526730759869844078e-02,2.803274606674192523e-02,3.086096899602662827e-02,3.373970321024001573e-02,3.665726444307202542e-02,3.960262166628994440e-02,4.256544127689310120e-02,4.553611922136255319e-02,4.850579673255687313e-02,5.146636652957629898e-02,5.441046407237465354e-02,5.733145561712703342e-02,6.022341293203477969e-02,6.308108681610737067e-02,6.589987282237221022e-02,6.867577570749969218e-02,7.140537061958544818e-02,7.408576393820370809e-02,7.671455190233690546e-02,7.928978174835384085e-02,8.180991225343235695e-02,8.427377576513253588e-02,8.668054152074956831e-02,8.902968242303307966e-02,9.132093924662509909e-02,9.355429614526024340e-02,9.572994552495429910e-02,9.784826090359192985e-02,9.990979264468145826e-02,1.019152101847680542e-01,1.038653100059392514e-01,1.057609900403471415e-01,1.076032352740078496e-01,1.093930903244223346e-01,1.111316641072810363e-01,1.128201042667247717e-01,1.144595959437163524e-01,1.160513459431279926e-01,1.175965781019614603e-01,1.190965269267396237e-01,1.205524214903916091e-01,1.219654963139515103e-01,1.233369780367939983e-01,1.246680780869290767e-01,1.259599940186652001e-01,1.272139057358666059e-01,1.284309721541544436e-01,1.296123297723627277e-01,1.307590906676018294e-01,1.318723568882196884e-01,1.329531736856252033e-01,1.340025815456276082e-01,1.350215885323116649e-01,1.360111738089251898e-01
6.896551724137931806e-03,5.530217777668418842e-03,7.950589282380500153e-03,1.077501390393419828e-02,1.398344434535880171e-02,1.755369973839590939e-02,2.146182810914902886e-02,2.568248035950110308e-02,3.018928589211913177e-02,3.495521910932071485e-02,3.995295145859891622e-02,4.515517602169377004e-02,5.053491504094515668e-02,5.606577333335151930e-02,6.172218345144626916e-02,6.747959514812018611e-02,7.331463748624421350e-02,7.920524292439612424e-02,8.513074205691333052e-02,9.107192105690570250e-02,9.701106018660188290e-02,1.029319374258026720e-01,1.088198239425180458e-01,1.146614456388602710e-01,1.204449442810129195e-01,1.261598171522091139e-01,1.317968518856443283e-01,1.373480636459974147e-01,1.428065946211107551e-01,1.481666529035199631e-01,1.534234376729364246e-01,1.585730406997558628e-01,1.636123770382752474e-01,1.685391185779559209e-01,1.733516001066061629e-01,1.780487705380059960e-01,1.826301136600791686e-01,1.870955995423881635e-01,1.914456142349296452e-01,1.956809164555836089e-01,1.998025899584175147e-01,2.038119922547926566e-01,2.077107196652189236e-01,2.115005704757799421e-01,2.151835069460287242e-01,2.187616295609391970e-01,2.222371653653082979e-01,2.256124060987650393e-01,2.288897247708628901e-01,2.320715394089056804e-01,2.351602972605018049e-01,2.381584652294863602e-01,2.410685058599420505e-01,2.438929465157554100e-01,2.466341620692409087e-01,2.492945854198951039e-01,2.518766854796254950e-01,2.543827531077517135e-01,2.568151327462331879e-01,2.591761010387861885e-01,2.614678529422382325e-01,2.636926665590734187e-01,2.658525575991704804e-01,2.679496605384165675e-01,2.699859666664119473e-01,2.719634387815776932e-01
1.034482758620689814e-02,8.295483122641555962e-03,1.192610419507227071e-02,1.616281120299258370e-02,2.097553178253658279e-02,2.633099224668801822e-02,3.219326076572148754e-02,3.852431142547896314e-02,4.528458484168158132e-02,5.243353839250135262e-02,5.993017377741761270e-02,6.773352792968050096e-02,7.580312019503276932e-02,8.409936294881444063e-02,9.258388874649686739e-02,1.012198603708063388e-01,1.099722277417602978e-01,1.188078639313600998e-01,1.276957620373869173e-01,1.366070891988911684e-01,1.455152546658688151e-01,1.543959183162409154e-01,1.632269735987554315e-01,1.719885035071383184e-01,1.806627103736355433e-01,1.892338351775524619e-01,1.976880548463161857e-01,2.060133703994189436e-01,2.141995155275800700e-01,2.222377919273446356e-01,2.301209892079977282e-01,2.378432498102690806e-01,2.453999507486251674e-01,2.527875932028351702e-01,2.600036889410109464e-01,2.670466649767664347e-01,2.739157536689744710e-01,2.806109107642508205e-01,2.871327158930330747e-01,2.934823359268695642e-01,2.996613832452119097e-01,3.056719151913060428e-01,3.115163220376505615e-01,3.171973088047137512e-01,3.227178428410282796e-01,3.280810750901597683e-01,3.332903300773413235e-01,3.383491004467190644e-01,3.432609169293211471e-01,3.480294265701925904e-01,3.526583102039055340e-01,3.571512765307690573e-01,3.615120399063015411e-01,3.657443078273209802e-01,3.698517615252072122e-01,3.738380544961505403e-01,3.777067790723844798e-01,3.814614962649860996e-01,3.851056819390881181e-01,3.886427591019048222e-01,3.920760716596135009e-01,3.954089000724330671e-01,3.986444271737270562e-01,4.017857522116556335e-01,4.048359471972075574e-01,4.077979194883282199e-01
1.379310344827586361e-02,1.106093623848363600e-02,1.590188295907821181e-02,2.155095698833914622e-02,2.796805765016348658e-02,3.510881494953340537e-02,4.292531578819514665e-02,5.136685204484033040e-02,6.038067096542633350e-02,6.991270815133918126e-02,7.990829188025420915e-02,9.031279383791127047e-02,1.010722291755096341e-01,1.121337945192165952e-01,1.234463292370031051e-01,1.349607023070373002e-01,1.466301416099180799e-01,1.584104872288586152e-01,1.702603607009949283e-01,1.821413050463821515e-01,1.940178460300787111e-01,2.058575113197903261e-01,2.176308077795097162e-01,2.293111606788988954e-01,2.408748272921411027e-01,2.523007749496051777e-01,2.635705768828670581e-01,2.746682142970865437e-01,2.855799863275053641e-01,2.962942947425695195e-01,3.068015311904533915e-01,3.170938766194676961e-01,3.271651717223694189e-01,3.370107544223132634e-01,3.466273154918610988e-01,3.560127607889389534e-01,3.651660785068883142e-01,3.740872196057730137e-01,3.827769804786457231e-01,3.912369037391673632e-01,3.994691784439003968e-01,4.074765346904727359e-01,4.152622013554015945e-01,4.228297910317068142e-01,4.301832962772495494e-01,4.373268564829630445e-01,4.442650139205018833e-01,4.510023739099213724e-01,4.575436971995704427e-01,4.638938429034936695e-01,4.700577514934912715e-01,4.760403581739213186e-01,4.818466392523118591e-01,4.874815479032955645e-01,4.929500063639677965e-01,4.982568911157761460e-01,5.034070094689944153e-01,5.084051133731938288e-01,5.132558516239751345e-01,5.179637946752925215e-01,5.225334137935867540e-01,5.269690781614970732e-01,5.312750497399485461e-01,5.354554874635943928e-01,5.395144269162001072e-01,5.434558085142616735e-01
1.724137931034483082e-02,1.382663972745323822e-02,1.987801377601219541e-02,2.693956741304526920e-02,3.496116808385663077e-02,4.388734582053412797e-02,5.365820040763372156e-02,6.421033820742015619e-02,7.547780690952293758e-02,8.739301445462606399e-02,9.988760525340416307e-02,1.128932786663861959e-01,1.263425372215328246e-01,1.401693537930131239e-01,1.543097508241908777e-01,1.687022945124362350e-01,1.832884919891539233e-01,1.980131080488432838e-01,2.128243951015904023e-01,2.276742491347457653e-01,2.425182975486329107e-01,2.573159187114585356e-01,2.720302151388315770e-01,2.866279465289359174e-01,3.010794060463725663e-01,3.153582881382879788e-01,3.294415206775098692e-01,3.433090924916282205e-01,3.569438395414515908e-01,3.703312812293299561e-01,3.834593796600900828e-01,3.963183796748414589e-01,4.089005741892970391e-01,4.212001459862487751e-01,4.332129680392294846e-01,4.449364336638956252e-01,4.563692925847218640e-01,4.675115019827502105e-01,4.783640749075677157e-01,4.889289659504662544e-01,4.992089190784092523e-01,5.092073885233233677e-01,5.189284205852114917e-01,5.283765633238114434e-01,5.375567381620407481e-01,5.464743983728763688e-01,5.551350023967113190e-01,5.635444006273855333e-01,5.717085886115752524e-01,5.796336500178148610e-01,5.873257627824601812e-01,5.947911524002802430e-01,6.020360418838303085e-01,6.090666439629009998e-01,6.158891318008429261e-01,6.225096169692188042e-01,6.289341318261602032e-01,6.351686189884675482e-01,6.412189136555508373e-01,6.470907462974303526e-01,6.527897106260577287e-01,6.583212837239451609e-01,6.636908059777004709e-01,6.689034809684574201e-01,6.739643731000146687e-01,6.788784061762669353e-01
2.068965517241379629e-02,1.659265624068277656e-02,2.385458473339498522e-02,3.232875876023355577e-02,4.195500933572889057e-02,5.266676165138525073e-02,6.439212305935337888e-02,7.705500692331693213e-02,9.057625510217920395e-02,1.048747392943775170e-01,1.198684119275388316e-01,1.354752881901650219e-01,1.516143443336390728e-01,1.682063162113035804e-01,1.851743981941734174e-01,2.024448309751979980e-01,2.199473356918900113e-01,2.376157264878249187e-01,2.553877239441249558e-01,2.732056031385091122e-01,2.910160710564308473e-01,3.087703379574204821e-01,3.264240887025751658e-01,3.439373879213435958e-01,3.612745532991262221e-01,3.784039896474827858e-01,3.952979828224592040e-01,4.119324904248187202e-01,4.282869100381181404e-01,4.443438411027163526e-01,4.600888438509146972e-01,4.755101988690764725e-01,4.905986761785825490e-01,5.053472956943418914e-01,5.197511205400985324e-01,5.338070415861780882e-01,5.475135822291656851e-01,5.608707125358882717e-01,5.738796817923300653e-01,5.865428556611891331e-01,5.988635671480352363e-01,6.108459953391379704e-01,6.224950261907025162e-01,6.338161410580229749e-01,6.448153758034148586e-01,6.554991120580925257e-01,6.658740968560756812e-01,6.759473612609013804e-01,6.857260962472000454e-01,6.952176597599356578e-01,7.044294956870273960e-01,7.133690954854730037e-01,7.220439666600892981e-01,7.304615921049223415e-01,7.386294054538165010e-01,7.465547658091528094e-01,7.542449387083477452e-01,7.617070766783956559e-01,7.689482070685953463e-01,7.759752105291676250e-01,7.827948538554546642e-01,7.894136919068567293e-01,7.958381727349054247e-01,8.020745410257552610e-01,8.081288933451138412e-01,8.140071466832613511e-01
2.413793103448276176e-02,1.935904842630022105e-02,2.783168391344984990e-02,3.771864730030184687e-02,4.894972773919435693e-02,6.144723912777550617e-02,7.512729053982740435e-02,8.990109434654276754e-02,1.056762779940341457e-01,1.223581670507218611e-01,1.398510106754278781e-01,1.580591269814661248e-01,1.768879509001982098e-01,1.962449651231640557e-01,2.160405157335907878e-01,2.361884970559243735e-01,2.566069190129356969e-01,2.772183390342285447e-01,2.979502003530963283e-01,3.187350439772301258e-01,3.395106270560549477e-01,3.602199692339554393e-01,3.808113075146442594e-01,4.012380006791004261e-01,4.214583695227034355e-01,4.414355112071029485e-01,4.611370417830584767e-01,4.805348983948495301e-01,4.996050103154698330e-01,5.183270660976672106e-01,5.366842051648434975e-01,5.546627676684443564e-01,5.722519762680778888e-01,5.894437099912018807e-01,6.062322224045824104e-01,6.226139201393068312e-01,6.385871030589668207e-01,6.541517771763751821e-01,6.693094347544901179e-01,6.840628738021913291e-01,6.984160393233673769e-01,7.123738412322483393e-01,7.259420338512778681e-01,7.391270744465432418e-01,7.519360105864202337e-01,7.643763789207175252e-01,7.764560962838606972e-01,7.881833816405029447e-01,7.995667150114927901e-01,8.106147024489414044e-01,8.213360736982335819e-01,8.317396290183681762e-01,8.418341488617572255e-01,8.516284105371071389e-01,8.611311234193900210e-01,8.703509095912670412e-01,8.792962816171607798e-01,8.879756129113752783e-01,8.963971339261940230e-01,9.045689098416647145e-01,9.124988313008359775e-01,9.201946195459810296e-01,9.276637512020923237e-01,9.349135923655699232e-01,9.419512541191780164e-01,9.487836637394675421e-01
2.758620689655172722e-02,2.212587888190314586e-02,3.180939972451411746e-02,4.310934932799703051e-02,5.594546939634310878e-02,7.022895600518544446e-02,8.586391086349470791e-02,1.027488373859211379e-01,1.207781383524108992e-01,1.398435818837607258e-01,1.598357002061865095e-01,1.806451001243699894e-01,2.021636566565632731e-01,2.242855807649134781e-01,2.469083478005868471e-01,2.699334839544837994e-01,2.932672094250003969e-01,3.168209455449865208e-01,3.405116844214458593e-01,3.642622479984858885e-01,3.880014218667542369e-01,4.116640024252715135e-01,4.351907580357784466e-01,4.585283072046555941e-01,4.816289588465650362e-01,5.044504654022662349e-01,5.269557859164463176e-01,5.491127905467224624e-01,5.708939507282152492e-01,5.922760256328803985e-01,6.132397496757886479e-01,6.337694890257578040e-01,6.538529525174672230e-01,6.734808695840388548e-01,6.926467055785713312e-01,7.113463770013442877e-01,7.295779894650652464e-01,7.473415911187920591e-01,7.646389410992712188e-01,7.814732972091579244e-01,7.978492150392555438e-01,8.137723802022609476e-01,8.292494231727438603e-01,8.442877958309575881e-01,8.588956180439547561e-01,8.730815584813065300e-01,8.868547379324507318e-01,9.002246226079996250e-01,9.132009415012980469e-01,9.257936103602507627e-01,9.380126655643571398e-01,9.498682076718319989e-01,9.613703405936008251e-01,9.725291432032737715e-01,9.833546171659921509e-01,9.938566715637602300e-01,1.004045069557397696e+00,1.013929428052770643e+00,1.023519189649096717e+00,1.032823614562793368e+00,1.041851751833862139e+00,1.050612438784924718e+00,1.059114307586516368e+00,1.067365736852424973e+00,1.075374912138458816e+00,1.083149766935917580e+00
